"tconst","primaryTitle","startYear","runtimeMinutes","genres","directors","writers","averageRating","numVotes"
"tt12327512","In Action",2020,"79","Action,Comedy","nm6948758, nm7840854","nm6948758, nm7840854",5.7,111
"tt1255919","Holmes & Watson",2018,"90","Comedy,Crime,Mystery","nm1000113","nm1000113, nm0236279",3.9,36506
"tt12564514","Preparations to Be Together for an Unknown Period of Time",2020,"95","Drama,Romance","nm2520336","nm2520336",6.5,2186
"tt12567088","Raat Akeli Hai",2020,"149","Crime,Drama,Mystery","nm1805444","nm9933390",7.2,18120
"tt12567246","Ip Man: Kung Fu Master",2019,"84","Action","nm10868023","nm10868023, nm11681154",4.5,926
"tt12570276","Mar de fondo",2020,"90","Drama","nm3669732","nm3669732",5.5,281
"tt12572040","The Phantom of the Open",2021,"106","Comedy,Drama,Sport","nm1064292","nm1375030, nm11726002",7.1,2558
"tt12572084","Neon Lights",2022,"94","Horror,Thriller","nm2760997","nm8034456, nm4453728, nm2760997",4,815
"tt12572792","Okay Madam",2020,"100","Action,Comedy","nm2453579","nm7787334",6.6,1266
"tt12573294","Love",2020,"92","Drama,Thriller","nm7881475","nm7881477, nm7881475",7,1558
"tt12574632","Any Day Now",2020,"82","Drama","nm3157606","nm3157606, nm2047632",6.4,524
"tt12574718","There Will Be Spring",2020,"74","Drama","nm2039738","nm2039738",5.5,90
"tt12575636","The New Corporation: The Unfortunately Necessary Sequel",2020,"105","Documentary","nm1538175, nm0007989","nm1538175",7,476
"tt12577912","Infinite Potential: The Life & Ideas of David Bohm",2020,"72","Documentary","nm11685006","nm11685006",7.7,91
"tt12578564","Bergen",2022,"145","Biography,Drama,Music","nm3661014, nm4458266","nm13285130, nm3119425, nm9340075",7.3,2682
"tt12578728","Mercy",2020,"74","Drama","nm11685415","nm10348038",5.8,58
"tt12579120","The Hole in the Fence",2021,"100","Drama,Thriller","nm3800361","nm3800573, nm3800361",6.3,222
"tt12581150","Dharmajuddha",2022,"120","Thriller","nm3354020","nm3354020, nm3374598",8.3,1140
"tt12583348","Brahmadaitya",2020,"84","Comedy,Horror","nm6909093","nm6909093",7.3,721
"tt12585076","Moonshot",2022,"104","Comedy,Romance,Sci-Fi","nm6826585","nm5004245",5.5,4786
"tt12585254","The Ties",2020,"100","Drama","nm0524516","nm0823424, nm0524516, nm1154102",6.3,1024
"tt12587536","Lights, Camera, Romance",2021,"90","Romance","nm0112647","nm1372462",5.4,151
"tt12590438","Scarlett",2020,"103","Action,Horror,Thriller","nm1439346","nm1372462",4.8,425
"tt12590534","Dear Santa",2020,"84","Documentary,Family","nm2944812","nm2944812",6.4,106
"tt12591668","Tralala",2021,"120","Musical","nm0488623, nm0488626","nm0488623, nm0488626",6,294
"tt12592252","Songbird",2020,"84","Drama,Sci-Fi,Thriller","nm0556573","nm0556573, nm1899220",4.7,10048
"tt12592664","Murder",2020,"112","Thriller","nm11696266, nm0890060","nm0890060",5.3,774
"tt12592824","Rurangi",2020,"87","Drama","nm1178357","nm7170044, nm4521229",7.1,224
"tt12593190","A Beautiful Curse",2021,"92","Drama","nm4832021","nm4832021",4.7,154
"tt12593218","Il silenzio grande",2021,"106","Comedy","nm0309348","nm4082084, nm0309348, nm8746401",6.5,151
"tt12593454","Cadet 1947",2021,"111","Drama,History,War","nm6370784, nm6544965","nm6370784, nm6544965",6.4,162
"tt12593682","Bullet Train",2022,"127","Action,Comedy,Thriller","nm0500610","nm5599654, nm2157655",7.5,43020
"tt1259528","Den of Thieves",2018,"140","Action,Crime,Drama","nm0345615","nm0345615, nm0771228",7,110769
"tt12595378","In the Heart of the Machine",2022,"115","Drama,Thriller","nm4364862","nm4364862, nm6037302",8.4,1126
"tt12597266","Stripped: Los Angeles",2020,"80","Documentary","nm1192535","nm1192535",5.2,604
"tt12598910","Crocodile Island",2020,"86","Adventure,Horror","nm11693573, nm11693574","nm11693587",3.9,158
"tt12600214","Mambo Man",2020,"82","Drama","nm7432497, nm0017849","nm7432497, nm11694646",8.5,83
"tt12605348","A Father's Fight",2021,"92","Action,Drama,Family","nm10071340","nm11696123",6.7,2548
"tt12607910","Black Is King",2020,"85","Adventure,Drama,Fantasy","nm6483324, nm8802062, nm7577540, nm0461498, nm6438942, nm1764613, nm4983044, nm2967250, nm6290395, nm8887027, nm6003581, nm11870049","nm0461498, nm3332587, nm8813800, nm9933959",5.5,8860
"tt12612432","Swords of Legends",2020,"73","Action,Adventure,Fantasy","nm11699143","nm11699143",6.4,62
"tt12613748","Prem Tame",2021,"125","Romance","nm3532874","nm3532874, nm3491132",5.3,356
"tt12615474","Two by Two: Overboard!",2020,"85","Adventure,Animation,Comedy","nm0312881, nm6160669","nm1646475, nm1109481",5.8,597
"tt12617712","An Unknown Compelling Force",2021,"106","Documentary","nm4064532","nm4064532",6.3,302
"tt12618926","Parallel Mothers",2021,"123","Drama","nm0000264","nm0000264",7.1,27027
"tt12622516","Ouija: Deadly Reunion",2021,"86","Horror","nm1351069","nm1351069",2.7,104
"tt12624504","1921",2021,"138","Drama","nm0399003, nm5240718","nm11704250, nm5470609, nm3569655",4.2,308
"tt12624584","Untitled Horror Movie",2021,"87","Comedy,Horror","nm2415173","nm3911975, nm2415173",4.8,1090
"tt12624668","Filicide",2020,"92","Drama,Mystery,Romance","nm1334461","nm1334461",4.1,111
"tt12625002","Homesick",2021,"112","Drama,History,Thriller","nm7714600","nm8565575",3.6,186
"tt12625756","Churuli",2021,"120","Fantasy,Mystery,Sci-Fi","nm3859342","nm8340689, nm11706855",7.1,4377
"tt12627728","Transition",2020,"75","Drama","nm11705274","nm11722801, nm11709790, nm11709789, nm11705274, nm11709787, nm11709788, nm11722802",9.1,91
"tt12628280","Bad Blood",2021,"75","Horror","nm3866908","nm3866908",3.8,90
"tt1262914","The Intruders",2017,"89","Drama","nm1581380","nm1581380, nm0816508",3.8,68
"tt12631030","Battle of the Bulge: Winter War",2020,"85","War","nm3531089","nm3531089",2.6,408
"tt12631654","Randu",2022,"122","Comedy","nm11706735","nm11706736",6.9,1266
"tt12631660","Aafat-e-Ishq",2021,"114","Comedy,Drama,Thriller","nm3558297","nm7172441, nm3558297",4.3,401
"tt12633744","How to Make Out",2020,"98","Comedy,Romance","nm9239001","nm9239001",5,196
"tt12636872","Karen",2021,"89","Crime,Drama,Thriller","nm1248013","nm1248013",2.7,2501
"tt12637024","A Cape Cod Christmas",2021,"89","Comedy,Drama,Family","nm0830387","nm2148858, nm0830387",5.9,165
"tt12637442","Clara Sola",2021,"106","Drama","nm4146381","nm8317725, nm4146381",6.9,711
"tt12637548","Ardha Shathabdham",2021,"130","Action,Drama,Romance","nm11709362","nm11709362",4.3,243
"tt12637626","Konga TNT",2020,"72","Action,Comedy,Sci-Fi","nm1448482","nm2784796",1.9,149
"tt12637828","Detroit Evolution",2020,"75","Romance,Sci-Fi","nm6085478","nm6085478",6.4,225
"tt12642180","Ram Singh Charlie",2020,"104","Drama","nm2859182","nm7705314, nm3192510, nm2859182",7.9,1538
"tt12643356","Single Mother by Choice",2021,"83","Drama","nm3318444","nm3950326, nm3318444",2.6,158
"tt12649538","One Life at a Time",2020,"73","Drama","nm5101650","nm5101650",5.5,57
"tt12651094","Wim Wenders: Desperado",2020,"120","Biography,Documentary","nm1764581, nm0133033","nm1764581, nm0133033, nm5111456",7.2,102
"tt12651512","Becoming Duru",2020,"92","Biography,Documentary,Music","nm5929845","nm5929845",5.4,179
"tt12652350","I'm Really Good",2020,"62","Drama","nm6128510","nm6128510",6.4,64
"tt12653060","Bad Blood",2021,"98","Drama,History,Western","nm0678283","nm2157589, nm0620929, nm0822384",6.7,1313
"tt12655436","Honk for Jesus. Save Your Soul.",2022,"102","Comedy","nm8015244","nm8015244",5.6,222
"tt12655954","SOS Kolkata",2020,"116","Action,Crime,Thriller","nm9602292","nm11976860, nm12119010",3.2,207
"tt12657454","Station to Station",2021,"128","Drama","nm8616001","nm8616001, nm11672242",8,51
"tt12658852","Lemon and Poppy Seed Cake",2021,"118","Drama","nm0952583","nm1370296, nm0952583",6.4,227
"tt12659886","The Mothman Legacy",2020,"77","Documentary","nm7379431","nm7379431",5,226
"tt1266036","Valley Girl",2020,"102","Comedy,Musical,Romance","nm2079484","nm0485229, nm0186988, nm0848090",5.4,3726
"tt12660372","Onbathu Kuzhi Sampath",2020,"127","Romance","nm11718135","nm11718135",7.5,56
"tt12660938","Invisible Lies",2021,"71","Drama,Romance","nm2238571","nm2238571",2.6,63
"tt12661060","Kitty Love: An Homage to Cats",2020,"60","Documentary","nm2329795","nm12460257, nm2137149",5.1,478
"tt12661314","Far More",2021,"98","Comedy,Drama","nm0001824","nm0001824",5.9,222
"tt12663250","Yaksha: Ruthless Operations",2022,"125","Action,Crime,Thriller","nm1593802","nm1017500, nm1593802",6.2,3281
"tt12663772","In Our Prime",2022,"117","Drama","nm2563050","nm13462368",6.6,422
"tt12664618","Sinkhole",2021,"117","Action,Comedy,Drama","nm1537157","nm5722803",6.1,1577
"tt12670516","Where Is Pinki?",2020,"107","Drama,Thriller","nm3278010","nm3278010, nm5131692",8,66
"tt12673488","Everything's Gonna Be Alright",2020,"101","Drama","nm0116263","nm0116263",6.7,330
"tt12675670","Pasture",2020,"100","Horror","nm7436624","nm4020625",3.6,173
"tt12676006","Borrego",2022,"102","Thriller","nm1789992","nm1789992",5.5,4213
"tt12676326","Malcolm & Marie",2021,"106","Drama,Romance","nm0506094","nm0506094",6.6,36698
"tt12677092","C U Soon",2020,"98","Drama,Mystery,Thriller","nm3525879","nm3525879",7.7,6274
"tt12677210","Christmas Freak",2021,"91","Action,Comedy","nm5856154","nm5856154",6.6,113
"tt12677554","Meky",2020,"80","Biography,Documentary,Music","nm1091117","nm1091117",7,87
"tt12677728","Mothers",2021,"95","Comedy,Drama,Romance","nm4525788","nm0637316, nm6001954",5,201
"tt12678146","The Passenger",2021,"90","Horror,Sci-Fi","nm1818152, nm5246898","nm2260180, nm1729117, nm1024254, nm1818152",5.2,537
"tt12678584","Napoli Eden",2020,"74","Documentary","nm0170891","nm10715010",9.7,64
"tt13802376","The Power",2021,"153","Action,Crime,Drama","nm0542498","nm0542498, nm7694530",5.4,1994
"tt13804084","Justice Society: World War II",2021,"84","Action,Adventure,Animation","nm5208146","nm4287835, nm5593068",6.4,7262
"tt13808364","Dear Best Friend",2021,"99","Drama,Thriller","nm5238285","nm5238285",7.4,108
"tt13809646","Nneka the Pretty Serpent",2020,"140","Horror,Mystery","nm10114820","nm10734389",3.8,128
"tt13811736","Horse Julius and Big Horse Racing",2020,"77","Animation,Comedy,Family","nm2591840, nm2239528","nm1650390, nm1650373, nm4901594",5.4,203
"tt13815702","Bajre Da Sitta",2022,"113","Drama","nm7556828","nm7556828",6.4,303
"tt13819416","La fuite",2020,"90","Comedy","nm6658956","nm12220819, nm6658956",8.6,52
"tt13820270","My Darling",2021,"80","Drama","nm12221456","nm12221456",5.5,105
"tt13820428","Witnesses",2021,"110","Action,Adventure,Drama","nm0329174","nm0205199",4.1,368
"tt13821562","Ninjababy",2021,"103","Comedy,Drama","nm1076550","nm7184175, nm1076550, nm7207653",7.3,1173
"tt13822738","The Takedown",2022,"119","Action,Comedy,Crime","nm0504642","nm0443592, nm13691126, nm4151736",5.7,6267
"tt13825336","Good Luck Jerry",2022,"148","Comedy,Crime,Drama","nm3918380","nm12135964, nm6165016",5.7,4356
"tt13827446","Workhorse Queen",2021,"88","Documentary","nm9076919","nm9076919",7.1,90
"tt13827606","La Civil",2021,"140","Drama","nm0586118","nm12224396, nm0586118",7.2,486
"tt13828966","Night at the Eagle Inn",2021,"70","Horror,Mystery,Thriller","nm4620395","nm4620395, nm4933163",3.9,456
"tt13829262","Rubikon",2022,"110","Drama,Sci-Fi","nm4138474","nm4138474, nm3525798, nm6789406",4.7,1448
"tt13830148","The Tale of King Crab",2021,"105","Adventure,Drama","nm3971394, nm2556707","nm2556707, nm3971394, nm5699537, nm3630622",6.7,578
"tt13830296","Love and Monsters",2020,"109","Comedy","nm7393537","nm4143031",4.7,93
"tt13831544","Ash & Dust",2022,"85","Crime,Thriller","nm1454995","nm1454995",4,682
"tt13834006","Stuck Together",2021,"125","Comedy","nm0200702","nm3753393, nm0200702",6.3,7000
"tt13834078","Down with the King",2021,"100","Drama","nm2407688","nm1360317, nm2407688, nm6248528",5.6,278
"tt13834480","Diary of a Wimpy Kid",2021,"58","Animation,Comedy,Drama","nm0778772","nm2732149",5.1,2875
"tt13834788","Yuni",2021,"95","Drama","nm4461980","nm4461980, nm1221686",7.5,900
"tt13835046","Aquarium of the Dead",2021,"86","Action,Comedy,Horror","nm2450848","nm1734479, nm3623156",2.9,780
"tt13840624","Waterman",2021,"88","Biography,Documentary,Sport","nm3638923","nm1768268, nm1771574",8.4,96
"tt13841394","Super Over",2021,"83","Drama,Thriller","nm12231128","nm12231128",7,615
"tt13841504","Sashi",2021,"130","Romance","nm12231256","nm12231256, nm7504155",4.6,368
"tt13841708","The First Death of Joana",2021,"91","Drama","nm1814077","nm2503560, nm1062569, nm1814077",7.5,92
